init x,init y,init z,N,dt,elapsed_time_total
2.9000000000000004,2.7,4.3,16500,0.005,0.9538351999999861
beta,sigma,rho,time_elapsed
10.0,2.6666666666666665,6.0,0.1920259000000044
x,y,z
3.379,3.446,4.649
3.382,3.452,4.645
3.386,3.458,4.641
3.39,3.464,4.638
3.394,3.47,4.635
3.398,3.476,4.632
3.402,3.482,4.629
3.406,3.488,4.627
3.41,3.494,4.625
3.414,3.5,4.623
3.418,3.506,4.621
3.422,3.512,4.619
3.427,3.518,4.618
3.432,3.524,4.617
3.437,3.53,4.616
3.442,3.536,4.615
3.447,3.542,4.614
3.452,3.548,4.614
3.457,3.554,4.614
3.462,3.56,4.614
3.467,3.566,4.614
3.472,3.572,4.614
3.477,3.578,4.614
3.482,3.584,4.615
3.487,3.59,4.616
3.492,3.596,4.617
3.497,3.602,4.618
3.502,3.608,4.619
3.507,3.614,4.621
3.512,3.62,4.623
3.517,3.626,4.625
3.522,3.632,4.627
3.528,3.638,4.629
3.534,3.644,4.631
3.54,3.65,4.634
3.546,3.656,4.637
3.552,3.662,4.64
3.558,3.668,4.643
3.564,3.674,4.646
3.57,3.68,4.65
3.576,3.686,4.654
3.582,3.692,4.658
3.588,3.698,4.662
3.594,3.704,4.666
3.6,3.709,4.67
3.605,3.714,4.674
3.61,3.719,4.679
3.615,3.724,4.684
3.62,3.729,4.689
3.625,3.734,4.694
3.63,3.739,4.699
3.635,3.744,4.704
3.64,3.749,4.709
3.645,3.754,4.714
3.65,3.759,4.72
3.655,3.764,4.726
3.66,3.768,4.732
3.665,3.772,4.738
3.67,3.776,4.744
3.675,3.78,4.75
3.68,3.784,4.756
3.685,3.788,4.762
3.69,3.792,4.768
3.695,3.796,4.774
3.7,3.8,4.78
3.705,3.804,4.787
3.71,3.807,4.794
3.715,3.81,4.801
3.72,3.813,4.808
3.725,3.816,4.815
3.73,3.819,4.822
3.734,3.822,4.829
3.738,3.825,4.836
3.742,3.828,4.843
3.746,3.831,4.85
3.75,3.833,4.857
3.754,3.835,4.864
3.758,3.837,4.871
3.762,3.839,4.878
3.766,3.841,4.885
3.77,3.843,4.892
3.774,3.845,4.899
3.778,3.847,4.906
3.781,3.848,4.913
3.784,3.849,4.92
3.787,3.85,4.927
3.79,3.851,4.934
3.793,3.852,4.941
3.796,3.853,4.948
3.799,3.854,4.955
3.802,3.855,4.962
3.805,3.855,4.969
3.808,3.855,4.976
3.81,3.855,4.983
3.812,3.855,4.99
3.814,3.855,4.997
3.816,3.855,5.004
3.818,3.855,5.011
3.82,3.855,5.018
3.822,3.854,5.025
3.824,3.853,5.032
3.825,3.852,5.039
3.826,3.851,5.045
3.827,3.85,5.051
3.828,3.849,5.057
3.829,3.848,5.063
3.83,3.847,5.069
3.831,3.846,5.075
3.832,3.844,5.081
3.833,3.842,5.087
3.833,3.84,5.093
3.833,3.838,5.099
3.833,3.836,5.105
3.833,3.834,5.11
3.833,3.832,5.115
3.833,3.83,5.12
3.833,3.828,5.125
3.833,3.826,5.13
3.833,3.824,5.135
3.833,3.821,5.14
3.832,3.818,5.145
3.831,3.815,5.15
3.83,3.812,5.154
3.829,3.809,5.158
3.828,3.806,5.162
3.827,3.803,5.166
3.826,3.8,5.17
3.825,3.797,5.174
3.824,3.794,5.178
3.822,3.791,5.182
3.82,3.788,5.185
3.818,3.785,5.188
3.816,3.782,5.191
3.814,3.779,5.194
3.812,3.775,5.197
3.81,3.771,5.2
3.808,3.767,5.203
3.806,3.763,5.205
3.804,3.759,5.207
3.802,3.755,5.209
3.8,3.751,5.211
3.798,3.747,5.213
3.795,3.743,5.215
3.792,3.739,5.216
3.789,3.735,5.217
3.786,3.731,5.218
3.783,3.727,5.219
3.78,3.723,5.22
3.777,3.719,5.221
3.774,3.715,5.222
3.771,3.711,5.222
3.768,3.707,5.222
3.765,3.703,5.222
3.762,3.699,5.222
3.759,3.695,5.222
3.756,3.691,5.222
3.753,3.687,5.222
3.75,3.683,5.222
3.747,3.679,5.221
3.744,3.675,5.22
3.741,3.671,5.219
3.738,3.667,5.218
3.734,3.663,5.217
3.73,3.659,5.216
3.726,3.655,5.215
3.722,3.651,5.214
3.718,3.647,5.212
3.714,3.643,5.21
3.71,3.639,5.208
3.706,3.635,5.206
3.702,3.632,5.204
3.698,3.629,5.202
3.695,3.626,5.2
3.692,3.623,5.198
3.689,3.62,5.196
3.686,3.617,5.193
3.683,3.614,5.19
3.68,3.611,5.187
3.677,3.608,5.184
3.674,3.605,5.181
3.671,3.602,5.178
3.668,3.599,5.175
3.665,3.596,5.172
3.662,3.593,5.169
3.659,3.59,5.166
3.656,3.587,5.163
3.653,3.584,5.16
3.65,3.581,5.157
3.647,3.578,5.154
3.644,3.576,5.151
3.641,3.574,5.147
3.638,3.572,5.143
3.635,3.57,5.139
3.632,3.568,5.135
3.629,3.566,5.131
3.626,3.564,5.127
3.623,3.562,5.123
3.62,3.56,5.119
3.617,3.558,5.115
3.614,3.556,5.111
3.611,3.554,5.107
3.608,3.552,5.103
3.605,3.55,5.099
3.602,3.548,5.095
3.599,3.547,5.091
3.596,3.546,5.087
3.594,3.545,5.083
3.592,3.544,5.079
3.59,3.543,5.075
3.588,3.542,5.071
3.586,3.541,5.067
3.584,3.54,5.063
3.582,3.539,5.059
3.58,3.538,5.055
3.578,3.537,5.051
3.576,3.536,5.047
3.574,3.535,5.043
3.572,3.534,5.039
3.57,3.533,5.035
3.568,3.533,5.031
3.566,3.533,5.027
3.564,3.533,5.023
3.562,3.533,5.019
3.561,3.533,5.015
3.56,3.533,5.011
3.559,3.533,5.007
3.558,3.533,5.003
3.557,3.533,4.999
3.556,3.533,4.995
3.555,3.533,4.991
3.554,3.533,4.987
3.553,3.533,4.983
3.552,3.533,4.979
3.551,3.533,4.975
3.55,3.534,4.971
3.549,3.535,4.967
3.548,3.536,4.964
3.547,3.537,4.961
3.546,3.538,4.958
3.546,3.539,4.955
3.546,3.54,4.952
3.546,3.541,4.949
3.546,3.542,4.946
3.546,3.543,4.943
3.546,3.544,4.94
3.546,3.545,4.937
3.546,3.546,4.934
3.546,3.547,4.931
3.546,3.548,4.928
3.546,3.549,4.925
3.546,3.55,4.922
3.546,3.551,4.919
3.546,3.552,4.916
3.546,3.553,4.913
3.546,3.555,4.91
3.546,3.557,4.908
3.547,3.559,4.906
3.548,3.561,4.904
3.549,3.563,4.902
3.55,3.565,4.9
3.551,3.567,4.898
3.552,3.569,4.896
3.553,3.571,4.894
3.554,3.573,4.892
3.555,3.575,4.89
3.556,3.577,4.888
3.557,3.579,4.886
3.558,3.581,4.885
3.559,3.583,4.884
3.56,3.585,4.883
3.561,3.587,4.882
3.562,3.589,4.881
3.563,3.591,4.88
3.564,3.593,4.879
3.565,3.595,4.878
3.566,3.597,4.877
3.568,3.599,4.876
3.57,3.601,4.875
3.572,3.603,4.874
3.574,3.605,4.873
3.576,3.607,4.872
3.578,3.609,4.872
3.58,3.611,4.872
3.582,3.613,4.872
3.584,3.615,4.872
3.586,3.617,4.872
3.588,3.619,4.872
3.59,3.621,4.872
3.592,3.623,4.872
3.594,3.625,4.872
3.596,3.627,4.872
3.598,3.629,4.872
3.6,3.631,4.872
3.602,3.633,4.872
3.604,3.635,4.872
3.606,3.637,4.873
3.608,3.639,4.874
3.61,3.641,4.875
3.612,3.643,4.876
3.614,3.645,4.877
3.616,3.647,4.878
3.618,3.649,4.879
3.62,3.651,4.88
3.622,3.653,4.881
3.624,3.655,4.882
3.626,3.657,4.883
3.628,3.659,4.884
3.63,3.661,4.885
3.632,3.663,4.886
3.634,3.665,4.887
3.636,3.667,4.888
3.638,3.669,4.889
3.64,3.671,4.891
3.642,3.673,4.893
3.644,3.675,4.895
3.646,3.677,4.897
3.648,3.679,4.899
3.65,3.681,4.901
3.652,3.683,4.903
3.654,3.685,4.905
3.656,3.687,4.907
3.658,3.689,4.909
3.66,3.691,4.911
3.662,3.692,4.913
3.664,3.693,4.915
3.665,3.694,4.917
3.666,3.695,4.919
3.667,3.696,4.921
3.668,3.697,4.923
3.669,3.698,4.925
3.67,3.699,4.927
3.671,3.7,4.929
3.672,3.701,4.931
3.673,3.702,4.933
3.674,3.703,4.935
3.675,3.704,4.937
3.676,3.705,4.939
3.677,3.706,4.941
3.678,3.707,4.943
3.679,3.708,4.945
3.68,3.709,4.947
3.681,3.71,4.949
3.682,3.711,4.951
3.683,3.712,4.953
3.684,3.713,4.955
3.685,3.714,4.957
3.686,3.715,4.959
3.687,3.716,4.961
3.688,3.717,4.963
3.689,3.718,4.965
3.69,3.719,4.967
3.691,3.719,4.969
3.692,3.719,4.971
3.693,3.719,4.973
3.694,3.719,4.975
3.695,3.719,4.977
3.696,3.719,4.979
3.697,3.719,4.981
3.698,3.719,4.983
3.699,3.719,4.985
3.7,3.719,4.987
3.701,3.719,4.989
3.702,3.719,4.991
3.703,3.719,4.993
3.704,3.719,4.995
3.705,3.719,4.997
3.706,3.719,4.999
3.707,3.719,5.001
3.708,3.719,5.003
3.709,3.719,5.005
3.71,3.719,5.007
3.71,3.719,5.009
3.71,3.719,5.011
3.71,3.719,5.013
3.71,3.719,5.015
3.71,3.719,5.017
3.71,3.719,5.019
3.71,3.719,5.021
3.71,3.719,5.023
3.71,3.719,5.025
3.71,3.718,5.027
3.71,3.717,5.029
3.71,3.716,5.031
3.71,3.715,5.033
3.71,3.714,5.035
3.71,3.713,5.037
3.71,3.712,5.039
3.71,3.711,5.041
3.71,3.71,5.043
3.71,3.709,5.045
3.71,3.708,5.047
3.71,3.707,5.048
3.71,3.706,5.049
3.71,3.705,5.05
3.71,3.704,5.051
3.71,3.703,5.052
3.71,3.702,5.053
3.71,3.701,5.054
3.71,3.7,5.055
3.71,3.699,5.056
3.709,3.698,5.057
3.708,3.697,5.058
3.707,3.696,5.059
3.706,3.695,5.06
3.705,3.694,5.061
3.704,3.693,5.062
3.703,3.692,5.063
3.702,3.691,5.064
3.701,3.69,5.065
3.7,3.689,5.066
3.699,3.688,5.067
3.698,3.687,5.068
3.697,3.686,5.069
3.696,3.685,5.07
3.695,3.684,5.07
3.694,3.683,5.07
3.693,3.682,5.07
3.692,3.681,5.07
3.691,3.68,5.07
3.69,3.679,5.07
3.689,3.678,5.07
3.688,3.677,5.07
3.687,3.676,5.07
3.686,3.675,5.07
3.685,3.674,5.07
3.684,3.673,5.07
3.683,3.672,5.07
3.682,3.671,5.07
3.681,3.67,5.07
3.68,3.669,5.07
3.679,3.668,5.07
3.678,3.667,5.07
3.677,3.666,5.07
3.676,3.665,5.07
3.675,3.664,5.07
3.674,3.663,5.07
3.673,3.662,5.07
3.672,3.661,5.07
3.671,3.66,5.07
3.67,3.659,5.07
3.669,3.658,5.07
3.668,3.657,5.07
3.667,3.656,5.069
3.666,3.655,5.068
3.665,3.654,5.067
3.664,3.653,5.066
3.663,3.652,5.065
3.662,3.651,5.064
3.661,3.65,5.063
3.66,3.649,5.062
3.659,3.648,5.061
3.658,3.647,5.06
3.657,3.646,5.059
3.656,3.645,5.058
3.655,3.644,5.057
3.654,3.643,5.056
3.653,3.642,5.055
3.652,3.641,5.054
3.651,3.64,5.053
3.65,3.639,5.052
3.649,3.638,5.051
3.648,3.637,5.05
3.647,3.636,5.049
3.646,3.635,5.048
3.645,3.634,5.047
3.644,3.633,5.046
3.643,3.632,5.045
3.642,3.631,5.044
3.641,3.63,5.043
3.64,3.629,5.042
3.639,3.628,5.041
3.638,3.627,5.04
3.637,3.626,5.039
3.636,3.625,5.038
3.635,3.624,5.037
3.634,3.623,5.036
3.633,3.622,5.035
3.632,3.621,5.034
3.631,3.62,5.033
3.63,3.619,5.032
3.629,3.618,5.031
3.628,3.617,5.03
3.627,3.617,5.029
3.626,3.617,5.028
3.626,3.617,5.027
3.626,3.617,5.026
3.626,3.617,5.025
3.626,3.617,5.024
3.626,3.617,5.023
3.626,3.617,5.022
3.626,3.617,5.021
3.626,3.617,5.02
3.626,3.617,5.019
3.626,3.617,5.018
3.626,3.617,5.017
3.626,3.617,5.016
3.626,3.617,5.015
3.626,3.617,5.014
3.626,3.617,5.013
3.626,3.617,5.012
3.626,3.617,5.011
3.626,3.617,5.01
3.626,3.617,5.009
3.626,3.617,5.008
3.626,3.617,5.007
3.626,3.617,5.006
3.626,3.617,5.005
3.626,3.617,5.004
3.626,3.617,5.003
3.626,3.617,5.002
3.626,3.617,5.001
3.626,3.617,5.0
3.626,3.617,4.999
3.626,3.617,4.998
3.626,3.617,4.997
3.626,3.617,4.996
3.626,3.617,4.995
3.626,3.617,4.994
3.626,3.617,4.993
3.626,3.617,4.992
3.626,3.617,4.991
3.626,3.617,4.99
3.626,3.617,4.989
3.626,3.617,4.988
3.626,3.617,4.987
3.626,3.617,4.986
3.626,3.617,4.985
3.626,3.617,4.984
3.626,3.617,4.983
3.626,3.617,4.982
3.626,3.617,4.981
3.626,3.617,4.98
3.626,3.617,4.979
3.626,3.617,4.978
3.626,3.617,4.977
3.626,3.617,4.976
3.626,3.617,4.975
3.626,3.617,4.974
3.626,3.618,4.973
3.626,3.619,4.972
3.626,3.62,4.971
3.626,3.621,4.97
3.626,3.622,4.969
3.626,3.623,4.968
3.626,3.624,4.967
3.626,3.625,4.966
3.626,3.626,4.966
3.626,3.627,4.966
3.626,3.628,4.966
3.626,3.629,4.966
3.626,3.63,4.966
3.626,3.631,4.966
3.626,3.632,4.966
3.626,3.633,4.966
3.626,3.634,4.966
3.626,3.635,4.966
3.626,3.636,4.966
3.626,3.637,4.966
3.627,3.638,4.966
3.628,3.639,4.966
3.629,3.64,4.966
3.63,3.641,4.966
3.631,3.642,4.966
3.632,3.643,4.966
3.633,3.644,4.966
3.634,3.645,4.966
3.635,3.646,4.966
3.636,3.647,4.966
3.637,3.648,4.966
3.638,3.649,4.966
3.639,3.65,4.966
3.64,3.651,4.966
3.641,3.652,4.966
3.642,3.653,4.966
3.643,3.654,4.966
3.644,3.655,4.966
3.645,3.656,4.966
3.646,3.657,4.966
3.647,3.658,4.966
3.648,3.659,4.966
3.649,3.66,4.967
3.65,3.661,4.968
3.651,3.662,4.969
3.652,3.663,4.97
3.653,3.663,4.971
3.654,3.663,4.972
3.654,3.663,4.973
3.654,3.663,4.974
3.654,3.663,4.975
3.654,3.663,4.976
3.654,3.663,4.977
3.654,3.663,4.978
3.654,3.663,4.979
3.654,3.663,4.98
3.654,3.663,4.981
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
3.654,3.663,4.982
