init x,init y,init z,N,dt,elapsed_time_total
0.8,1.0,1.0,8000,0.009300000000000001,0.4855898000000707
beta,sigma,rho,time_elapsed
10.0,2.6666666666666665,6.0,0.0961018000000422
x,y,z
5.145,4.618,7.018
5.096,4.526,7.065
5.043,4.433,7.104
4.986,4.34,7.136
4.926,4.247,7.16
4.863,4.154,7.177
4.797,4.062,7.187
4.729,3.971,7.19
4.659,3.882,7.186
4.587,3.795,7.176
4.513,3.71,7.16
4.438,3.627,7.138
4.363,3.546,7.111
4.287,3.468,7.079
4.211,3.393,7.042
4.135,3.321,7.0
4.059,3.252,6.954
3.984,3.186,6.904
3.91,3.123,6.851
3.837,3.063,6.795
3.765,3.006,6.736
3.694,2.952,6.674
3.625,2.901,6.61
3.558,2.853,6.544
3.492,2.808,6.476
3.428,2.766,6.407
3.366,2.727,6.336
3.307,2.691,6.264
3.25,2.658,6.191
3.195,2.628,6.118
3.142,2.6,6.044
3.092,2.575,5.97
3.044,2.552,5.896
2.998,2.531,5.822
2.955,2.512,5.748
2.914,2.496,5.674
2.875,2.482,5.601
2.838,2.47,5.528
2.804,2.459,5.456
2.772,2.45,5.385
2.742,2.443,5.315
2.714,2.438,5.245
2.688,2.434,5.176
2.664,2.432,5.108
2.642,2.431,5.042
2.622,2.432,4.977
2.604,2.434,4.913
2.588,2.438,4.85
2.574,2.443,4.788
2.562,2.449,4.728
2.551,2.457,4.669
2.542,2.466,4.611
2.535,2.476,4.555
2.53,2.487,4.5
2.526,2.499,4.447
2.523,2.512,4.395
2.522,2.526,4.345
2.522,2.541,4.296
2.524,2.557,4.249
2.527,2.574,4.204
2.531,2.592,4.16
2.537,2.611,4.118
2.544,2.631,4.077
2.552,2.652,4.038
2.561,2.674,4.001
2.572,2.697,3.965
2.584,2.721,3.931
2.597,2.745,3.899
2.611,2.77,3.869
2.626,2.796,3.84
2.642,2.823,3.813
2.659,2.85,3.788
2.677,2.878,3.765
2.696,2.907,3.743
2.716,2.937,3.723
2.737,2.967,3.705
2.758,2.998,3.689
2.78,3.029,3.674
2.803,3.061,3.661
2.827,3.094,3.65
2.852,3.127,3.641
2.878,3.16,3.634
2.904,3.194,3.628
2.931,3.228,3.624
2.959,3.263,3.622
2.987,3.298,3.622
3.016,3.333,3.624
3.045,3.369,3.628
3.075,3.405,3.633
3.106,3.441,3.64
3.137,3.477,3.649
3.169,3.513,3.66
3.201,3.549,3.673
3.233,3.585,3.688
3.266,3.621,3.704
3.299,3.657,3.722
3.332,3.693,3.742
3.366,3.729,3.764
3.4,3.764,3.787
3.434,3.799,3.812
3.468,3.834,3.839
3.502,3.868,3.867
3.536,3.901,3.897
3.57,3.934,3.929
3.604,3.966,3.962
3.638,3.997,3.997
3.671,4.028,4.033
3.704,4.058,4.07
3.737,4.087,4.109
3.77,4.115,4.149
3.802,4.142,4.19
3.834,4.167,4.233
3.865,4.191,4.277
3.895,4.214,4.322
3.925,4.236,4.367
3.954,4.256,4.413
3.982,4.275,4.46
4.009,4.292,4.508
4.035,4.308,4.556
4.06,4.322,4.605
4.084,4.334,4.654
4.107,4.345,4.703
4.129,4.354,4.752
4.15,4.361,4.801
4.17,4.367,4.85
4.188,4.371,4.899
4.205,4.373,4.948
4.221,4.373,4.996
4.235,4.372,5.044
4.248,4.369,5.091
4.259,4.364,5.137
4.269,4.358,5.182
4.277,4.35,5.227
4.284,4.34,5.27
4.289,4.329,5.312
4.293,4.316,5.353
4.295,4.302,5.393
4.296,4.286,5.431
4.295,4.269,5.468
4.293,4.251,5.503
4.289,4.231,5.536
4.284,4.21,5.567
4.277,4.188,5.597
4.269,4.165,5.625
4.259,4.141,5.651
4.248,4.116,5.675
4.236,4.091,5.697
4.223,4.065,5.717
4.208,4.038,5.735
4.192,4.011,5.751
4.175,3.983,5.765
4.157,3.955,5.777
4.138,3.927,5.787
4.118,3.899,5.795
4.098,3.871,5.801
4.077,3.843,5.805
4.055,3.815,5.807
4.033,3.787,5.807
4.01,3.759,5.805
3.987,3.731,5.801
3.963,3.704,5.795
3.939,3.677,5.788
3.915,3.651,5.779
3.89,3.625,5.769
3.865,3.6,5.757
3.84,3.575,5.744
3.815,3.551,5.729
3.79,3.528,5.713
3.766,3.505,5.696
3.742,3.483,5.677
3.718,3.462,5.657
3.694,3.442,5.636
3.671,3.422,5.614
3.648,3.403,5.592
3.625,3.385,5.569
3.603,3.368,5.545
3.581,3.352,5.52
3.56,3.337,5.495
3.539,3.323,5.469
3.519,3.31,5.443
3.5,3.297,5.416
3.481,3.285,5.389
3.463,3.274,5.362
3.445,3.264,5.334
3.428,3.255,5.306
3.412,3.247,5.278
3.397,3.24,5.25
3.382,3.234,5.222
3.368,3.228,5.194
3.355,3.223,5.166
3.343,3.219,5.138
3.331,3.216,5.111
3.32,3.214,5.084
3.31,3.212,5.057
3.301,3.211,5.03
3.293,3.211,5.004
3.285,3.212,4.978
3.278,3.213,4.953
3.272,3.215,4.928
3.267,3.218,4.904
3.262,3.221,4.88
3.258,3.225,4.857
3.255,3.23,4.834
3.253,3.235,4.812
3.251,3.241,4.791
3.25,3.247,4.77
3.25,3.254,4.75
3.25,3.262,4.731
3.251,3.27,4.712
3.253,3.279,4.694
3.255,3.288,4.677
3.258,3.297,4.661
3.262,3.307,4.645
3.266,3.317,4.63
3.271,3.328,4.616
3.276,3.339,4.603
3.282,3.351,4.591
3.288,3.363,4.579
3.295,3.375,4.568
3.302,3.387,4.558
3.31,3.4,4.549
3.318,3.413,4.541
3.327,3.426,4.534
3.336,3.439,4.528
3.346,3.453,4.522
3.356,3.467,4.517
3.366,3.481,4.513
3.377,3.495,4.51
3.388,3.509,4.508
3.399,3.523,4.507
3.411,3.537,4.507
3.423,3.551,4.507
3.435,3.566,4.508
3.447,3.58,4.51
3.459,3.594,4.513
3.472,3.608,4.517
3.485,3.622,4.521
3.498,3.636,4.526
3.511,3.65,4.532
3.524,3.664,4.539
3.537,3.678,4.547
3.55,3.692,4.555
3.563,3.705,4.564
3.576,3.718,4.574
3.589,3.731,4.584
3.602,3.744,4.595
3.615,3.756,4.606
3.628,3.768,4.618
3.641,3.78,4.631
3.654,3.791,4.644
3.667,3.802,4.658
3.68,3.812,4.672
3.692,3.822,4.687
3.704,3.832,4.702
3.716,3.841,4.717
3.728,3.85,4.733
3.739,3.858,4.749
3.75,3.866,4.765
3.761,3.873,4.782
3.771,3.88,4.799
3.781,3.886,4.816
3.791,3.891,4.833
3.8,3.896,4.85
3.809,3.9,4.867
3.817,3.904,4.884
3.825,3.907,4.901
3.833,3.91,4.918
3.84,3.912,4.935
3.847,3.914,4.952
3.853,3.915,4.969
3.859,3.916,4.986
3.864,3.916,5.003
3.869,3.915,5.02
3.873,3.914,5.036
3.877,3.912,5.052
3.88,3.91,5.068
3.883,3.907,5.083
3.885,3.904,5.098
3.887,3.9,5.113
3.888,3.896,5.127
3.889,3.891,5.141
3.889,3.886,5.154
3.889,3.88,5.167
3.888,3.874,5.179
3.887,3.868,5.191
3.885,3.861,5.202
3.883,3.854,5.212
3.88,3.847,5.222
3.877,3.839,5.231
3.873,3.831,5.24
3.869,3.823,5.248
3.865,3.815,5.255
3.86,3.806,5.262
3.855,3.797,5.268
3.85,3.788,5.273
3.844,3.779,5.278
3.838,3.77,5.282
3.832,3.761,5.286
3.825,3.751,5.289
3.818,3.741,5.291
3.811,3.731,5.293
3.804,3.721,5.294
3.796,3.711,5.294
3.788,3.701,5.294
3.78,3.691,5.293
3.772,3.682,5.291
3.764,3.673,5.289
3.756,3.664,5.286
3.747,3.655,5.283
3.738,3.646,5.279
3.729,3.637,5.275
3.72,3.628,5.27
3.711,3.62,5.265
3.703,3.612,5.259
3.695,3.604,5.253
3.687,3.596,5.247
3.679,3.588,5.24
3.671,3.581,5.233
3.663,3.574,5.225
3.655,3.567,5.217
3.647,3.56,5.209
3.639,3.554,5.201
3.631,3.548,5.192
3.623,3.542,5.183
3.615,3.537,5.174
3.608,3.532,5.165
3.601,3.527,5.155
3.594,3.522,5.145
3.587,3.518,5.135
3.581,3.514,5.125
3.575,3.51,5.115
3.569,3.507,5.105
3.563,3.504,5.095
3.558,3.501,5.085
3.553,3.499,5.075
3.548,3.497,5.065
3.543,3.495,5.055
3.539,3.494,5.045
3.535,3.493,5.035
3.531,3.492,5.025
3.527,3.492,5.015
3.524,3.492,5.005
3.521,3.492,4.995
3.518,3.492,4.985
3.516,3.493,4.976
3.514,3.494,4.967
3.512,3.495,4.958
3.51,3.497,4.949
3.509,3.499,4.94
3.508,3.501,4.932
3.507,3.503,4.924
3.507,3.506,4.916
3.507,3.509,4.908
3.507,3.512,4.901
3.507,3.515,4.894
3.508,3.518,4.887
3.509,3.522,4.881
3.51,3.526,4.875
3.511,3.53,4.869
3.513,3.534,4.864
3.515,3.538,4.859
3.517,3.542,4.854
3.519,3.547,4.849
3.522,3.552,4.845
3.525,3.557,4.841
3.528,3.562,4.838
3.531,3.567,4.835
3.534,3.572,4.832
3.538,3.577,4.83
3.542,3.582,4.828
3.546,3.587,4.826
3.55,3.592,4.825
3.554,3.597,4.824
3.558,3.602,4.823
3.562,3.607,4.823
3.566,3.612,4.823
3.57,3.617,4.823
3.574,3.622,4.823
3.578,3.627,4.824
3.583,3.632,4.825
3.588,3.637,4.826
3.593,3.642,4.828
3.598,3.647,4.83
3.603,3.652,4.832
3.608,3.657,4.835
3.613,3.662,4.838
3.618,3.667,4.841
3.623,3.672,4.844
3.628,3.677,4.848
3.633,3.682,4.852
3.638,3.687,4.856
3.643,3.691,4.86
3.647,3.695,4.865
3.651,3.699,4.87
3.655,3.703,4.875
3.659,3.707,4.88
3.663,3.711,4.885
3.667,3.714,4.89
3.671,3.717,4.895
3.675,3.72,4.901
3.679,3.723,4.907
3.683,3.726,4.913
3.687,3.729,4.919
3.691,3.731,4.925
3.695,3.733,4.931
3.699,3.735,4.937
3.702,3.737,4.943
3.705,3.739,4.949
3.708,3.74,4.955
3.711,3.741,4.961
3.714,3.742,4.967
3.717,3.743,4.973
3.719,3.744,4.979
3.721,3.744,4.985
3.723,3.744,4.991
3.725,3.744,4.997
3.727,3.744,5.003
3.729,3.744,5.009
3.73,3.744,5.015
3.731,3.743,5.021
3.732,3.742,5.026
3.733,3.741,5.031
3.734,3.74,5.036
3.735,3.739,5.041
3.735,3.738,5.046
3.735,3.736,5.051
3.735,3.734,5.056
3.735,3.732,5.06
3.735,3.73,5.064
3.735,3.728,5.068
3.734,3.726,5.072
3.733,3.724,5.076
3.732,3.721,5.079
3.731,3.718,5.082
3.73,3.715,5.085
3.729,3.712,5.088
3.727,3.709,5.091
3.725,3.706,5.093
3.723,3.703,5.095
3.721,3.7,5.097
3.719,3.697,5.099
3.717,3.694,5.1
3.715,3.691,5.101
3.713,3.688,5.102
3.711,3.685,5.103
3.709,3.682,5.104
3.706,3.679,5.104
3.703,3.676,5.104
3.7,3.673,5.104
3.697,3.67,5.104
3.694,3.667,5.104
3.691,3.664,5.103
3.688,3.661,5.102
3.685,3.658,5.101
3.682,3.655,5.1
3.679,3.652,5.099
3.676,3.649,5.097
3.673,3.646,5.095
3.67,3.643,5.093
3.667,3.64,5.091
3.664,3.637,5.089
3.661,3.634,5.087
3.658,3.631,5.085
3.655,3.628,5.082
3.652,3.625,5.079
3.649,3.623,5.076
3.647,3.621,5.073
3.645,3.619,5.07
3.643,3.617,5.067
3.641,3.615,5.064
3.639,3.613,5.061
3.637,3.611,5.058
3.635,3.609,5.055
3.633,3.607,5.052
3.631,3.605,5.049
3.629,3.604,5.046
3.627,3.603,5.042
3.625,3.602,5.038
3.623,3.601,5.034
3.621,3.6,5.03
3.619,3.599,5.026
3.617,3.598,5.022
3.615,3.597,5.018
3.613,3.597,5.014
3.612,3.597,5.011
3.611,3.597,5.008
3.61,3.597,5.005
3.609,3.597,5.002
3.608,3.597,4.999
3.607,3.597,4.996
3.606,3.597,4.993
3.605,3.597,4.99
3.604,3.597,4.987
3.603,3.598,4.984
3.603,3.599,4.981
3.603,3.6,4.978
3.603,3.601,4.975
3.603,3.602,4.972
3.603,3.603,4.969
3.603,3.604,4.966
3.603,3.605,4.964
3.603,3.606,4.962
3.603,3.607,4.96
3.603,3.608,4.958
3.603,3.609,4.956
3.604,3.61,4.954
3.605,3.611,4.952
3.606,3.613,4.95
3.607,3.615,4.948
3.608,3.617,4.947
3.609,3.619,4.946
3.61,3.621,4.945
3.611,3.623,4.944
3.612,3.625,4.943
3.613,3.627,4.942
3.614,3.629,4.941
3.615,3.631,4.94
3.616,3.633,4.94
3.618,3.635,4.94
3.62,3.637,4.94
3.622,3.639,4.94
3.624,3.641,4.94
3.626,3.643,4.94
3.628,3.645,4.94
3.63,3.647,4.94
3.632,3.649,4.941
3.634,3.651,4.942
3.636,3.653,4.943
3.638,3.655,4.944
3.64,3.657,4.945
3.642,3.659,4.946
3.644,3.661,4.947
3.646,3.663,4.948
3.648,3.665,4.949
3.65,3.667,4.951
3.652,3.669,4.953
3.654,3.67,4.955
3.655,3.671,4.957
3.656,3.672,4.959
3.657,3.673,4.961
3.658,3.674,4.963
3.659,3.675,4.965
3.66,3.676,4.967
3.661,3.677,4.969
3.662,3.678,4.971
3.663,3.679,4.973
3.664,3.68,4.975
3.665,3.681,4.977
3.666,3.682,4.979
3.667,3.683,4.981
3.668,3.683,4.983
3.669,3.683,4.985
3.67,3.683,4.987
3.671,3.683,4.989
3.672,3.683,4.991
3.673,3.683,4.993
3.674,3.683,4.995
3.675,3.683,4.997
3.676,3.683,4.999
3.677,3.683,5.001
3.678,3.683,5.003
3.678,3.683,5.005
3.678,3.683,5.007
3.678,3.683,5.009
3.678,3.683,5.011
3.678,3.683,5.013
3.678,3.683,5.015
3.678,3.682,5.017
3.678,3.681,5.019
3.678,3.68,5.02
3.678,3.679,5.021
3.678,3.678,5.022
3.678,3.677,5.023
3.678,3.676,5.024
3.678,3.675,5.025
3.678,3.674,5.026
3.678,3.673,5.027
3.678,3.672,5.028
3.677,3.671,5.029
3.676,3.67,5.03
3.675,3.669,5.031
3.674,3.668,5.032
3.673,3.667,5.033
3.672,3.666,5.033
3.671,3.665,5.033
3.67,3.664,5.033
3.669,3.663,5.033
3.668,3.662,5.033
3.667,3.661,5.033
3.666,3.66,5.033
3.665,3.659,5.033
3.664,3.658,5.033
3.663,3.657,5.033
3.662,3.656,5.033
3.661,3.655,5.033
3.66,3.654,5.033
3.659,3.653,5.033
3.658,3.652,5.032
3.657,3.651,5.031
3.656,3.65,5.03
3.655,3.649,5.029
3.654,3.648,5.028
3.653,3.647,5.027
3.652,3.646,5.026
3.651,3.645,5.025
3.65,3.644,5.024
3.649,3.643,5.023
3.648,3.642,5.022
3.647,3.641,5.021
3.646,3.64,5.02
3.645,3.639,5.019
3.644,3.638,5.018
3.643,3.637,5.017
3.642,3.636,5.016
3.641,3.636,5.015
3.641,3.636,5.014
3.641,3.636,5.013
3.641,3.636,5.012
3.641,3.636,5.011
3.641,3.636,5.01
3.641,3.636,5.009
3.641,3.636,5.008
3.641,3.636,5.007
3.641,3.636,5.006
3.641,3.636,5.005
3.641,3.636,5.004
3.641,3.636,5.003
3.641,3.636,5.002
3.641,3.636,5.001
3.641,3.636,5.0
3.641,3.636,4.999
3.641,3.636,4.998
3.641,3.636,4.997
3.641,3.636,4.996
3.641,3.636,4.995
3.641,3.636,4.994
3.641,3.636,4.993
3.641,3.636,4.992
3.641,3.636,4.991
3.641,3.636,4.99
3.641,3.636,4.989
3.641,3.636,4.988
3.641,3.636,4.987
3.641,3.636,4.986
3.641,3.637,4.985
3.641,3.638,4.985
3.641,3.639,4.985
3.641,3.64,4.985
3.641,3.641,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
3.641,3.642,4.985
