init x,init y,init z,N,dt,elapsed_time_total
1.3000000000000003,2.7,4.3,6500,0.0003999999999999993,0.37430839999996124
beta,sigma,rho,time_elapsed
10.0,2.6666666666666665,6.0,0.07566550000001371
x,y,z
2.872,3.247,3.491
2.874,3.249,3.491
2.876,3.251,3.491
2.878,3.253,3.491
2.88,3.255,3.491
2.882,3.257,3.491
2.884,3.259,3.491
2.886,3.261,3.491
2.888,3.263,3.491
2.89,3.265,3.491
2.892,3.267,3.491
2.894,3.269,3.491
2.896,3.271,3.491
2.898,3.273,3.491
2.9,3.275,3.491
2.902,3.277,3.491
2.904,3.279,3.491
2.906,3.281,3.491
2.908,3.283,3.491
2.91,3.285,3.491
2.912,3.287,3.491
2.914,3.289,3.491
2.916,3.291,3.491
2.918,3.293,3.491
2.92,3.295,3.491
2.922,3.297,3.491
2.924,3.299,3.491
2.926,3.301,3.491
2.928,3.303,3.491
2.93,3.305,3.491
2.932,3.307,3.491
2.934,3.309,3.491
2.936,3.311,3.491
2.938,3.313,3.491
2.94,3.315,3.491
2.942,3.317,3.491
2.944,3.319,3.491
2.946,3.321,3.491
2.948,3.323,3.491
2.95,3.325,3.491
2.952,3.327,3.491
2.954,3.329,3.491
2.956,3.331,3.491
2.958,3.333,3.491
2.96,3.335,3.491
2.962,3.337,3.491
2.964,3.339,3.491
2.966,3.341,3.491
2.968,3.343,3.491
2.97,3.345,3.491
2.972,3.347,3.491
2.974,3.349,3.491
2.976,3.351,3.491
2.978,3.353,3.491
2.98,3.355,3.491
2.982,3.357,3.491
2.984,3.359,3.491
2.986,3.361,3.491
2.988,3.363,3.491
2.99,3.365,3.491
2.992,3.367,3.491
2.994,3.369,3.491
2.996,3.371,3.491
2.998,3.373,3.491
3.0,3.375,3.491
3.002,3.377,3.491
3.004,3.379,3.491
3.006,3.381,3.491
3.008,3.383,3.491
3.01,3.385,3.491
3.012,3.387,3.491
3.014,3.389,3.491
3.016,3.391,3.491
3.018,3.393,3.491
3.02,3.395,3.491
3.022,3.397,3.491
3.024,3.399,3.491
3.026,3.401,3.491
3.028,3.403,3.491
3.03,3.405,3.491
3.032,3.407,3.491
3.034,3.409,3.491
3.036,3.411,3.491
3.038,3.413,3.491
3.04,3.415,3.491
3.042,3.417,3.491
3.044,3.419,3.491
3.046,3.421,3.491
3.048,3.423,3.491
3.05,3.425,3.491
3.052,3.427,3.491
3.054,3.429,3.491
3.056,3.431,3.491
3.058,3.433,3.491
3.06,3.435,3.491
3.062,3.437,3.491
3.064,3.439,3.491
3.066,3.441,3.491
3.068,3.443,3.491
3.07,3.445,3.492
3.072,3.447,3.493
3.074,3.449,3.494
3.076,3.451,3.495
3.078,3.453,3.496
3.08,3.455,3.497
3.082,3.457,3.498
3.084,3.459,3.499
3.086,3.461,3.5
3.088,3.463,3.501
3.09,3.465,3.502
3.092,3.467,3.503
3.094,3.469,3.504
3.096,3.471,3.505
3.098,3.473,3.506
3.1,3.475,3.507
3.102,3.477,3.508
3.104,3.479,3.509
3.106,3.481,3.51
3.108,3.483,3.511
3.11,3.485,3.512
3.112,3.487,3.513
3.114,3.489,3.514
3.116,3.491,3.515
3.118,3.493,3.516
3.12,3.495,3.517
3.122,3.497,3.518
3.124,3.499,3.519
3.126,3.501,3.52
3.128,3.503,3.521
3.13,3.505,3.522
3.132,3.507,3.523
3.134,3.509,3.524
3.136,3.511,3.525
3.138,3.513,3.526
3.14,3.515,3.527
3.142,3.517,3.528
3.144,3.519,3.529
3.146,3.521,3.53
3.148,3.523,3.531
3.15,3.525,3.532
3.152,3.527,3.533
3.154,3.529,3.534
3.156,3.531,3.535
3.158,3.533,3.536
3.16,3.535,3.537
3.162,3.537,3.538
3.164,3.539,3.539
3.166,3.541,3.54
3.168,3.543,3.541
3.17,3.545,3.542
3.172,3.547,3.543
3.174,3.549,3.544
3.176,3.551,3.545
3.178,3.553,3.546
3.18,3.555,3.547
3.182,3.557,3.548
3.184,3.559,3.549
3.186,3.561,3.55
3.188,3.563,3.551
3.19,3.565,3.552
3.192,3.567,3.553
3.194,3.569,3.554
3.196,3.571,3.555
3.198,3.573,3.556
3.2,3.575,3.557
3.202,3.577,3.558
3.204,3.579,3.559
3.206,3.581,3.56
3.208,3.583,3.561
3.21,3.585,3.562
3.212,3.587,3.563
3.214,3.589,3.564
3.216,3.591,3.565
3.218,3.593,3.566
3.22,3.595,3.567
3.222,3.597,3.568
3.224,3.599,3.569
3.226,3.601,3.57
3.228,3.603,3.571
3.23,3.605,3.572
3.232,3.607,3.573
3.234,3.609,3.574
3.236,3.611,3.575
3.238,3.613,3.576
3.24,3.615,3.577
3.242,3.617,3.578
3.244,3.619,3.579
3.246,3.621,3.58
3.248,3.623,3.581
3.25,3.625,3.582
3.252,3.627,3.583
3.254,3.629,3.584
3.256,3.631,3.585
3.258,3.633,3.586
3.26,3.635,3.587
3.262,3.637,3.588
3.264,3.639,3.589
3.266,3.641,3.59
3.268,3.643,3.591
3.27,3.645,3.592
3.272,3.647,3.593
3.274,3.649,3.594
3.276,3.651,3.595
3.278,3.653,3.596
3.28,3.655,3.597
3.282,3.657,3.598
3.284,3.659,3.599
3.286,3.661,3.6
3.288,3.663,3.601
3.29,3.665,3.602
3.292,3.667,3.603
3.294,3.669,3.604
3.296,3.671,3.605
3.298,3.673,3.606
3.3,3.675,3.607
3.302,3.677,3.608
3.304,3.679,3.609
3.306,3.681,3.61
3.308,3.683,3.611
3.31,3.685,3.612
3.312,3.687,3.613
3.314,3.689,3.614
3.316,3.691,3.615
3.318,3.693,3.616
3.32,3.695,3.617
3.322,3.697,3.618
3.324,3.699,3.619
3.326,3.701,3.62
3.328,3.703,3.621
3.33,3.705,3.622
3.332,3.707,3.623
3.334,3.709,3.624
3.336,3.711,3.625
3.338,3.713,3.626
3.34,3.715,3.627
3.342,3.717,3.628
3.344,3.719,3.629
3.346,3.721,3.63
3.348,3.723,3.631
3.35,3.725,3.632
3.352,3.727,3.633
3.354,3.729,3.634
3.356,3.731,3.635
3.358,3.733,3.636
3.36,3.735,3.637
3.362,3.737,3.638
3.364,3.739,3.639
3.366,3.741,3.64
3.368,3.743,3.641
3.37,3.745,3.642
3.372,3.747,3.643
3.374,3.749,3.644
3.376,3.751,3.645
3.378,3.753,3.646
3.38,3.755,3.647
3.382,3.757,3.648
3.384,3.759,3.649
3.386,3.761,3.65
3.388,3.763,3.651
3.39,3.765,3.652
3.392,3.767,3.653
3.394,3.769,3.654
3.396,3.771,3.655
3.398,3.773,3.656
3.4,3.775,3.657
3.402,3.777,3.658
3.404,3.779,3.659
3.406,3.781,3.66
3.408,3.783,3.661
3.41,3.785,3.662
3.412,3.787,3.663
3.414,3.789,3.664
3.416,3.791,3.665
3.418,3.793,3.666
3.42,3.795,3.667
3.422,3.797,3.668
3.424,3.799,3.669
3.426,3.801,3.67
3.428,3.803,3.671
3.43,3.805,3.672
3.432,3.807,3.673
3.434,3.809,3.674
3.436,3.811,3.675
3.438,3.813,3.676
3.44,3.815,3.677
3.442,3.817,3.678
3.444,3.819,3.679
3.446,3.821,3.68
3.448,3.823,3.681
3.45,3.825,3.682
3.452,3.827,3.683
3.454,3.829,3.684
3.456,3.831,3.685
3.458,3.833,3.686
3.46,3.835,3.687
3.462,3.837,3.688
3.464,3.839,3.689
3.466,3.841,3.69
3.468,3.843,3.691
3.47,3.845,3.692
3.472,3.847,3.693
3.474,3.849,3.694
3.476,3.851,3.695
3.478,3.853,3.696
3.48,3.855,3.697
3.482,3.857,3.698
3.484,3.859,3.699
3.486,3.861,3.7
3.488,3.863,3.701
3.49,3.865,3.702
3.492,3.867,3.703
3.494,3.869,3.704
3.496,3.871,3.705
3.498,3.873,3.706
3.5,3.875,3.707
3.502,3.877,3.708
3.504,3.879,3.709
3.506,3.881,3.71
3.508,3.883,3.711
3.51,3.885,3.712
3.512,3.887,3.713
3.514,3.889,3.714
3.516,3.891,3.716
3.518,3.893,3.718
3.52,3.895,3.72
3.522,3.897,3.722
3.524,3.899,3.724
3.526,3.901,3.726
3.528,3.903,3.728
3.53,3.905,3.73
3.532,3.907,3.732
3.534,3.909,3.734
3.536,3.911,3.736
3.538,3.913,3.738
3.54,3.915,3.74
3.542,3.917,3.742
3.544,3.919,3.744
3.546,3.921,3.746
3.548,3.923,3.748
3.55,3.925,3.75
3.552,3.927,3.752
3.554,3.929,3.754
3.556,3.931,3.756
3.558,3.933,3.758
3.56,3.935,3.76
3.562,3.937,3.762
3.564,3.939,3.764
3.566,3.941,3.766
3.568,3.943,3.768
3.57,3.945,3.77
3.572,3.947,3.772
3.574,3.949,3.774
3.576,3.951,3.776
3.578,3.953,3.778
3.58,3.955,3.78
3.582,3.957,3.782
3.584,3.959,3.784
3.586,3.961,3.786
3.588,3.963,3.788
3.59,3.965,3.79
3.592,3.967,3.792
3.594,3.969,3.794
3.596,3.971,3.796
3.598,3.973,3.798
3.6,3.975,3.8
3.602,3.977,3.802
3.604,3.979,3.804
3.606,3.981,3.806
3.608,3.983,3.808
3.61,3.985,3.81
3.612,3.987,3.812
3.614,3.989,3.814
3.616,3.991,3.816
3.618,3.993,3.818
3.62,3.995,3.82
3.622,3.997,3.822
3.624,3.999,3.824
3.626,4.001,3.826
3.628,4.003,3.828
3.63,4.005,3.83
3.632,4.007,3.832
3.634,4.009,3.834
3.636,4.011,3.836
3.638,4.013,3.838
3.64,4.015,3.84
3.642,4.017,3.842
3.644,4.019,3.844
3.646,4.021,3.846
3.648,4.023,3.848
3.65,4.025,3.85
3.652,4.027,3.852
3.654,4.029,3.854
3.656,4.031,3.856
3.658,4.033,3.858
3.66,4.035,3.86
3.662,4.037,3.862
3.664,4.039,3.864
3.666,4.041,3.866
3.668,4.043,3.868
3.67,4.045,3.87
3.672,4.047,3.872
3.674,4.049,3.874
3.676,4.051,3.876
3.678,4.053,3.878
3.68,4.055,3.88
3.682,4.056,3.882
3.683,4.057,3.884
3.684,4.058,3.886
3.685,4.059,3.888
3.686,4.06,3.89
3.687,4.061,3.892
3.688,4.062,3.894
3.689,4.063,3.896
3.69,4.064,3.898
3.691,4.065,3.9
3.692,4.066,3.902
3.693,4.067,3.904
3.694,4.068,3.906
3.695,4.069,3.908
3.696,4.07,3.91
3.697,4.071,3.912
3.698,4.072,3.914
3.699,4.073,3.916
3.7,4.074,3.918
3.701,4.075,3.92
3.702,4.076,3.922
3.703,4.077,3.924
3.704,4.078,3.926
3.705,4.079,3.928
3.706,4.08,3.93
3.707,4.081,3.932
3.708,4.082,3.934
3.709,4.083,3.936
3.71,4.084,3.938
3.711,4.085,3.94
3.712,4.086,3.942
3.713,4.087,3.944
3.714,4.088,3.946
3.715,4.089,3.948
3.716,4.09,3.95
3.717,4.091,3.952
3.718,4.092,3.954
3.719,4.093,3.956
3.72,4.094,3.958
3.721,4.095,3.96
3.722,4.096,3.962
3.723,4.097,3.964
3.724,4.098,3.966
3.725,4.099,3.968
3.726,4.1,3.97
3.727,4.101,3.972
3.728,4.102,3.974
3.729,4.103,3.976
3.73,4.104,3.978
3.731,4.105,3.98
3.732,4.106,3.982
3.733,4.107,3.984
3.734,4.108,3.986
3.735,4.109,3.988
3.736,4.11,3.99
3.737,4.111,3.992
3.738,4.112,3.994
3.739,4.113,3.996
3.74,4.114,3.998
3.741,4.115,4.0
3.742,4.116,4.002
3.743,4.117,4.004
3.744,4.118,4.006
3.745,4.119,4.008
3.746,4.12,4.01
3.747,4.121,4.012
3.748,4.122,4.014
3.749,4.123,4.016
3.75,4.124,4.018
3.751,4.125,4.02
3.752,4.126,4.022
3.753,4.127,4.024
3.754,4.128,4.026
3.755,4.129,4.028
3.756,4.13,4.03
3.757,4.131,4.032
3.758,4.132,4.034
3.759,4.133,4.036
3.76,4.134,4.038
3.761,4.135,4.04
3.762,4.136,4.042
3.763,4.137,4.044
3.764,4.138,4.046
3.765,4.139,4.048
3.766,4.14,4.05
3.767,4.141,4.052
3.768,4.142,4.054
3.769,4.143,4.056
3.77,4.144,4.058
3.771,4.145,4.06
3.772,4.146,4.062
3.773,4.147,4.064
3.774,4.148,4.066
3.775,4.149,4.068
3.776,4.15,4.07
3.777,4.151,4.072
3.778,4.152,4.074
3.779,4.153,4.076
3.78,4.154,4.078
3.781,4.155,4.08
3.782,4.156,4.082
3.783,4.157,4.084
3.784,4.158,4.086
3.785,4.159,4.088
3.786,4.16,4.09
3.787,4.161,4.092
3.788,4.162,4.094
3.789,4.163,4.096
3.79,4.164,4.098
3.791,4.165,4.1
3.792,4.166,4.102
3.793,4.167,4.104
3.794,4.168,4.106
3.795,4.169,4.108
3.796,4.17,4.11
3.797,4.171,4.112
3.798,4.172,4.114
3.799,4.173,4.116
3.8,4.174,4.118
3.801,4.175,4.12
3.802,4.176,4.122
